"dep","dur","mem","temp","prec","rushhour","rushhour_combined","time","doy","hour","weekday_dummy","month","dur_min_bin","weekend","dur_boxcox"
2021-08-02 07:13:16,764,"Member",18.8,0,"AM","Rush Hour","07:13:16","08-02","07",1,"Aug",12,"0",9.45783331594388
2021-08-16 08:17:24,1550,"Member",19.5,0,"AM","Rush Hour","08:17:24","08-16","08",1,"Aug",25,"0",10.8917441170489
2021-08-23 09:57:05,1157,"Member",26.7,0,"AM","Rush Hour","09:57:05","08-23","09",1,"Aug",19,"0",10.2865827602888
2021-08-30 09:22:18,649,"Member",24.8,1,"AM","Rush Hour","09:22:18","08-30","09",1,"Aug",10,"0",9.14146310077371
2021-08-16 09:10:34,307,"Member",19.5,0,"AM","Rush Hour","09:10:34","08-16","09",1,"Aug",5,"0",7.7547386587377
2021-08-23 19:11:29,912,"Member",26.7,0,"NonPeak","Non-Rush Hour","19:11:29","08-23","19",1,"Aug",15,"0",9.80718403286557
2021-08-09 20:58:14,486,"Member",25.2,1,"NonPeak","Non-Rush Hour","20:58:14","08-10","20",1,"Aug",8,"0",8.59322252774749
2021-08-16 10:55:28,242,"Member",19.5,0,"NonPeak","Non-Rush Hour","10:55:28","08-16","10",1,"Aug",4,"0",7.33552931788256
2021-08-09 21:30:48,498,"Member",25.2,1,"NonPeak","Non-Rush Hour","21:30:48","08-10","21",1,"Aug",8,"0",8.63884199284477
2021-08-23 22:09:10,670,"Member",26.7,0,"NonPeak","Non-Rush Hour","22:09:10","08-24","22",1,"Aug",11,"0",9.20281174827108
2021-08-30 17:19:14,1408,"Member",24.8,1,"PM","Rush Hour","17:19:14","08-30","17",1,"Aug",23,"0",10.6909254770668
2021-08-16 18:19:57,409,"Member",19.5,0,"PM","Rush Hour","18:19:57","08-16","18",1,"Aug",6,"0",8.27379520244157
2021-08-16 16:52:27,1742,"Member",19.5,0,"PM","Rush Hour","16:52:27","08-16","16",1,"Aug",29,"0",11.1384526885791
2021-08-23 18:29:06,595,"Member",26.7,0,"PM","Rush Hour","18:29:06","08-23","18",1,"Aug",9,"0",8.97510749133318
2021-08-16 17:05:34,179,"Member",19.5,0,"PM","Rush Hour","17:05:34","08-16","17",1,"Aug",2,"0",6.81845370074352
2021-09-13 08:08:39,1609,"Member",17.3,1,"AM","Rush Hour","08:08:39","09-13","08",1,"Sep",26,"0",10.9703505850079
2021-09-20 08:56:55,462,"Member",17.3,0,"AM","Rush Hour","08:56:55","09-20","08",1,"Sep",7,"0",8.49886147869664
2021-09-20 08:43:25,356,"Member",17.3,0,"AM","Rush Hour","08:43:25","09-20","08",1,"Sep",5,"0",8.02080097280897
2021-09-13 08:17:46,1713,"Member",17.3,1,"AM","Rush Hour","08:17:46","09-13","08",1,"Sep",28,"0",11.1028075282233
2021-09-27 09:19:48,558,"Member",13.6,1,"AM","Rush Hour","09:19:48","09-27","09",1,"Sep",9,"0",8.85309667453397
2021-09-20 19:59:44,909,"Member",17.3,0,"NonPeak","Non-Rush Hour","19:59:44","09-20","19",1,"Sep",15,"0",9.80062622321313
2021-09-13 13:59:56,646,"Member",17.3,1,"NonPeak","Non-Rush Hour","13:59:56","09-13","13",1,"Sep",10,"0",9.13255375614469
2021-09-06 11:06:47,93,"Member",17.4,1,"NonPeak","Non-Rush Hour","11:06:47","09-06","11",1,"Sep",1,"1",5.74846907914343
2021-09-13 19:43:40,570,"Member",17.3,1,"NonPeak","Non-Rush Hour","19:43:40","09-13","19",1,"Sep",9,"0",8.89344477631412
2021-09-06 14:27:32,749,"Member",17.4,1,"NonPeak","Non-Rush Hour","14:27:32","09-06","14",1,"Sep",12,"1",9.41910012705657
2021-09-20 17:44:22,2155,"Member",17.3,0,"PM","Rush Hour","17:44:22","09-20","17",1,"Sep",35,"0",11.5954747054716
2021-09-13 15:54:32,2023,"Member",17.3,1,"PM","Rush Hour","15:54:32","09-13","15",1,"Sep",33,"0",11.4586683714011
2021-09-20 17:17:25,454,"Member",17.3,0,"PM","Rush Hour","17:17:25","09-20","17",1,"Sep",7,"0",8.46642690266734
2021-09-13 15:04:16,240,"Member",17.3,1,"PM","Rush Hour","15:04:16","09-13","15",1,"Sep",4,"0",7.32108746679098
2021-09-13 18:42:17,388,"Member",17.3,1,"PM","Rush Hour","18:42:17","09-13","18",1,"Sep",6,"0",8.17729098103068
2021-10-18 09:49:22,562,"Member",9.7,1,"AM","Rush Hour","09:49:22","10-18","09",1,"Oct",9,"0",8.86663198714505
2021-10-25 07:32:51,735,"Member",6.5,1,"AM","Rush Hour","07:32:51","10-25","07",1,"Oct",12,"0",9.38231477499951
2021-10-04 08:28:25,937,"Member",12.2,0,"AM","Rush Hour","08:28:25","10-04","08",1,"Oct",15,"0",9.86109067025468
2021-10-18 08:57:30,1087,"Member",9.7,1,"AM","Rush Hour","08:57:30","10-18","08",1,"Oct",18,"0",10.1597283524156
2021-10-04 07:52:32,326,"Member",12.2,0,"AM","Rush Hour","07:52:32","10-04","07",1,"Oct",5,"0",7.86215101904829
2021-10-18 12:22:24,305,"Member",9.7,1,"NonPeak","Non-Rush Hour","12:22:24","10-18","12",1,"Oct",5,"0",7.74308686303668
2021-10-04 14:00:22,527,"Member",12.2,0,"NonPeak","Non-Rush Hour","14:00:22","10-04","14",1,"Oct",8,"0",8.74513618298972
2021-10-18 10:46:22,499,"Member",9.7,1,"NonPeak","Non-Rush Hour","10:46:22","10-18","10",1,"Oct",8,"0",8.64259886479048
2021-10-11 20:32:36,872,"Member",18.4,0,"NonPeak","Non-Rush Hour","20:32:36","10-12","20",1,"Oct",14,"0",9.71810532197955
2021-10-25 22:29:56,229,"Member",6.5,1,"NonPeak","Non-Rush Hour","22:29:56","10-26","22",1,"Oct",3,"0",7.23966838552794
2021-10-25 17:02:16,823,"Member",6.5,1,"PM","Rush Hour","17:02:16","10-25","17",1,"Oct",13,"0",9.60383554898041
2021-10-11 18:40:18,682,"Member",18.4,0,"NonPeak","Rush Hour","18:40:18","10-11","18",1,"Oct",11,"1",9.23709622194461
2021-10-11 17:41:32,183,"Member",18.4,0,"NonPeak","Rush Hour","17:41:32","10-11","17",1,"Oct",3,"1",6.85581696792265
2021-10-11 16:53:17,650,"Member",18.4,0,"NonPeak","Rush Hour","16:53:17","10-11","16",1,"Oct",10,"1",9.14442465590963
2021-10-18 17:53:09,1715,"Member",9.7,1,"PM","Rush Hour","17:53:09","10-18","17",1,"Oct",28,"0",11.1052831653066
2021-05-15 06:23:30,1115,"Member",17.7,1,"NonPeak","Rush Hour","06:23:30","05-15","06",0,"May",18,"1",10.2113274299909
2021-05-22 09:25:23,460,"Member",23.6,1,"NonPeak","Rush Hour","09:25:23","05-22","09",0,"May",7,"1",8.49080045215228
2021-05-08 07:40:54,616,"Member",11.7,0,"NonPeak","Rush Hour","07:40:54","05-08","07",0,"May",10,"1",9.04135414442429
2021-05-01 06:32:38,1457,"Member",5.9,0,"NonPeak","Rush Hour","06:32:38","05-01","06",0,"May",24,"1",10.7622001177753
2021-05-01 06:50:23,1604,"Member",5.9,0,"NonPeak","Rush Hour","06:50:23","05-01","06",0,"May",26,"1",10.9637904026783
2021-05-01 12:55:51,454,"Member",5.9,0,"NonPeak","Non-Rush Hour","12:55:51","05-01","12",0,"May",7,"1",8.46642690266734
2021-05-29 19:18:49,4811,"Member",11.4,0,"NonPeak","Non-Rush Hour","19:18:49","05-29","19",0,"May",80,"1",13.4119262207159
2021-05-15 19:51:54,1852,"Member",17.7,1,"NonPeak","Non-Rush Hour","19:51:54","05-15","19",0,"May",30,"1",11.2689803745941
2021-05-15 10:03:58,1162,"Member",17.7,1,"NonPeak","Non-Rush Hour","10:03:58","05-15","10",0,"May",19,"1",10.2953774824523
2021-05-15 13:15:04,355,"Member",17.7,1,"NonPeak","Non-Rush Hour","13:15:04","05-15","13",0,"May",5,"1",8.01570976052831
2021-05-29 16:42:03,1192,"Member",11.4,0,"NonPeak","Rush Hour","16:42:03","05-29","16",0,"May",19,"1",10.3474422943405
2021-05-29 18:33:04,1549,"Member",11.4,0,"NonPeak","Rush Hour","18:33:04","05-29","18",0,"May",25,"1",10.8903887715866
2021-05-15 16:12:41,398,"Member",17.7,1,"NonPeak","Rush Hour","16:12:41","05-15","16",0,"May",6,"1",8.22381608005932
2021-05-08 16:49:03,2269,"Member",11.7,0,"NonPeak","Rush Hour","16:49:03","05-08","16",0,"May",37,"1",11.7076917656437
2021-05-01 15:50:23,311,"Member",5.9,0,"NonPeak","Rush Hour","15:50:23","05-01","15",0,"May",5,"1",7.77783896012999
2021-06-05 09:26:08,405,"Member",22.4,1,"NonPeak","Rush Hour","09:26:08","06-05","09",0,"Jun",6,"1",8.25576236943612
2021-06-12 09:41:58,734,"Member",19.3,0,"NonPeak","Rush Hour","09:41:58","06-12","09",0,"Jun",12,"1",9.37966320938556
2021-06-19 09:57:11,504,"Member",20.7,1,"NonPeak","Rush Hour","09:57:11","06-19","09",0,"Jun",8,"1",8.66128230204817
2021-06-12 07:06:32,414,"Member",19.3,0,"NonPeak","Rush Hour","07:06:32","06-12","07",0,"Jun",6,"1",8.29611460099267
2021-06-05 09:57:18,1457,"Member",22.4,1,"NonPeak","Rush Hour","09:57:18","06-05","09",0,"Jun",24,"1",10.7622001177753
2021-06-05 11:09:10,536,"Member",22.4,1,"NonPeak","Non-Rush Hour","11:09:10","06-05","11",0,"Jun",8,"1",8.77705534339229
2021-06-19 14:08:53,1045,"Member",20.7,1,"NonPeak","Non-Rush Hour","14:08:53","06-19","14",0,"Jun",17,"1",10.0800438051047
2021-06-26 12:45:30,959,"Member",21.4,1,"NonPeak","Non-Rush Hour","12:45:30","06-26","12",0,"Jun",15,"1",9.90746938320669
2021-06-19 12:03:50,1094,"Member",20.7,1,"NonPeak","Non-Rush Hour","12:03:50","06-19","12",0,"Jun",18,"1",10.1727391679265
2021-06-05 14:35:53,1097,"Member",22.4,1,"NonPeak","Non-Rush Hour","14:35:53","06-05","14",0,"Jun",18,"1",10.1782923339552
2021-06-05 16:55:34,1629,"Member",22.4,1,"NonPeak","Rush Hour","16:55:34","06-05","16",0,"Jun",27,"1",10.9964093728235
2021-06-05 18:04:27,239,"Member",22.4,1,"NonPeak","Rush Hour","18:04:27","06-05","18",0,"Jun",3,"1",7.31382592382319
2021-06-05 17:09:53,323,"Member",22.4,1,"NonPeak","Rush Hour","17:09:53","06-05","17",0,"Jun",5,"1",7.84557167879333
2021-06-19 16:35:39,760,"Member",20.7,1,"NonPeak","Rush Hour","16:35:39","06-19","16",0,"Jun",12,"1",9.4475717785046
2021-06-19 15:38:31,325,"Member",20.7,1,"NonPeak","Rush Hour","15:38:31","06-19","15",0,"Jun",5,"1",7.85663986782196
2021-07-31 08:49:28,531,"Member",17.9,0,"NonPeak","Rush Hour","08:49:28","07-31","08",0,"Jul",8,"1",8.75938250046044
2021-07-31 07:44:51,365,"Member",17.9,0,"NonPeak","Rush Hour","07:44:51","07-31","07",0,"Jul",6,"1",8.06605213683498
2021-07-03 07:25:20,597,"Member",16.5,0,"NonPeak","Rush Hour","07:25:20","07-03","07",0,"Jul",9,"1",8.98150648954518
2021-07-31 08:34:39,1396,"Member",17.9,0,"NonPeak","Rush Hour","08:34:39","07-31","08",0,"Jul",23,"1",10.6731308524723
2021-07-31 07:56:19,771,"Member",17.9,0,"NonPeak","Rush Hour","07:56:19","07-31","07",0,"Jul",12,"1",9.47567534673965
2021-07-17 01:14:33,1145,"Member",21.7,0,"NonPeak","Non-Rush Hour","01:14:33","07-17","01",0,"Jul",19,"1",10.2653352128303
2021-07-10 05:25:04,596,"Member",19,0,"NonPeak","Non-Rush Hour","05:25:04","07-10","05",0,"Jul",9,"1",8.9783094034583
2021-07-10 12:27:08,227,"Member",19,0,"NonPeak","Non-Rush Hour","12:27:08","07-10","12",0,"Jul",3,"1",7.22448835088023
2021-07-17 04:58:03,1390,"Member",21.7,0,"NonPeak","Non-Rush Hour","04:58:03","07-17","04",0,"Jul",23,"1",10.6641819139012
2021-07-17 02:06:30,1669,"Member",21.7,0,"NonPeak","Non-Rush Hour","02:06:30","07-17","02",0,"Jul",27,"1",11.0476753568072
2021-07-17 17:56:12,1089,"Member",21.7,0,"NonPeak","Rush Hour","17:56:12","07-17","17",0,"Jul",18,"1",10.1634533963227
2021-07-17 18:59:55,169,"Member",21.7,0,"NonPeak","Rush Hour","18:59:55","07-17","18",0,"Jul",2,"1",6.72165468778138
2021-07-10 16:47:42,306,"Member",19,0,"NonPeak","Rush Hour","16:47:42","07-10","16",0,"Jul",5,"1",7.74892131878436
2021-07-24 16:44:13,340,"Member",21.9,1,"NonPeak","Rush Hour","16:44:13","07-24","16",0,"Jul",5,"1",7.93775257998169
2021-07-10 18:15:47,587,"Member",19,0,"NonPeak","Rush Hour","18:15:47","07-10","18",0,"Jul",9,"1",8.94931659129891
2021-08-07 09:13:16,394,"Member",23.6,1,"NonPeak","Rush Hour","09:13:16","08-07","09",0,"Aug",6,"1",8.20533355045429
2021-08-07 09:23:21,492,"Member",23.6,1,"NonPeak","Rush Hour","09:23:21","08-07","09",0,"Aug",8,"1",8.61615729840922
2021-08-14 09:02:50,635,"Member",20.9,1,"NonPeak","Rush Hour","09:02:50","08-14","09",0,"Aug",10,"1",9.09956473386357
2021-08-28 09:17:33,583,"Member",18.9,0,"NonPeak","Rush Hour","09:17:33","08-28","09",0,"Aug",9,"1",8.93630242766331
2021-08-21 09:47:24,267,"Member",27.5,0,"NonPeak","Rush Hour","09:47:24","08-21","09",0,"Aug",4,"1",7.50753761172158
2021-08-14 13:59:36,500,"Member",20.9,1,"NonPeak","Non-Rush Hour","13:59:36","08-14","13",0,"Aug",8,"1",8.64634897450632
2021-08-21 10:53:54,926,"Member",27.5,0,"NonPeak","Non-Rush Hour","10:53:54","08-21","10",0,"Aug",15,"1",9.83753304035971
2021-08-14 19:01:13,1253,"Member",20.9,1,"NonPeak","Non-Rush Hour","19:01:13","08-14","19",0,"Aug",20,"1",10.4497718816642
2021-08-07 00:00:11,516,"Member",23.6,1,"NonPeak","Non-Rush Hour","00:00:11","08-07","00",0,"Aug",8,"1",8.70545156079519
2021-08-14 14:12:10,149,"Member",20.9,1,"NonPeak","Non-Rush Hour","14:12:10","08-14","14",0,"Aug",2,"1",6.51152577182582
2021-08-21 18:24:52,722,"Member",27.5,0,"NonPeak","Rush Hour","18:24:52","08-21","18",0,"Aug",12,"1",9.34758852140132
2021-08-28 15:05:13,536,"Member",18.9,0,"NonPeak","Rush Hour","15:05:13","08-28","15",0,"Aug",8,"1",8.77705534339229
2021-08-07 15:02:57,1134,"Member",23.6,1,"NonPeak","Rush Hour","15:02:57","08-07","15",0,"Aug",18,"1",10.2456816967855
2021-08-14 18:17:59,469,"Member",20.9,1,"NonPeak","Rush Hour","18:17:59","08-14","18",0,"Aug",7,"1",8.52683017205173
2021-08-07 15:30:43,931,"Member",23.6,1,"NonPeak","Rush Hour","15:30:43","08-07","15",0,"Aug",15,"1",9.84827206756064
2021-09-11 09:25:00,477,"Member",18.4,0,"NonPeak","Rush Hour","09:25:00","09-11","09",0,"Sep",7,"1",8.55833852325349
2021-09-25 09:41:16,1359,"Member",16.7,0,"NonPeak","Rush Hour","09:41:16","09-25","09",0,"Sep",22,"1",10.617385024972
2021-09-11 09:02:04,313,"Member",18.4,0,"NonPeak","Rush Hour","09:02:04","09-11","09",0,"Sep",5,"1",7.78928911810407
2021-09-18 08:55:40,317,"Member",18.7,0,"NonPeak","Rush Hour","08:55:40","09-18","08",0,"Sep",5,"1",7.81199346535111
2021-09-11 07:55:26,206,"Member",18.4,0,"NonPeak","Rush Hour","07:55:26","09-11","07",0,"Sep",3,"1",7.05739576733617
2021-09-25 11:01:40,168,"Member",16.7,0,"NonPeak","Non-Rush Hour","11:01:40","09-25","11",0,"Sep",2,"1",6.71169351979434
2021-09-11 14:28:56,1138,"Member",18.4,0,"NonPeak","Non-Rush Hour","14:28:56","09-11","14",0,"Sep",18,"1",10.252848180476
2021-09-11 20:01:18,201,"Member",18.4,0,"NonPeak","Non-Rush Hour","20:01:18","09-12","20",0,"Sep",3,"1",7.01536062078947
2021-09-04 01:31:39,1705,"Member",19,0,"NonPeak","Non-Rush Hour","01:31:39","09-04","01",0,"Sep",28,"1",11.0928789238989
2021-09-25 23:02:24,120,"Member",16.7,0,"NonPeak","Non-Rush Hour","23:02:24","09-26","23",0,"Sep",2,"1",6.15659681534046
2021-09-11 17:15:55,192,"Member",18.4,0,"NonPeak","Rush Hour","17:15:55","09-11","17",0,"Sep",3,"1",6.93727023692022
2021-09-25 15:52:13,1747,"Member",16.7,0,"NonPeak","Rush Hour","15:52:13","09-25","15",0,"Sep",29,"1",11.144544420693
2021-09-04 15:01:38,543,"Member",19,0,"NonPeak","Rush Hour","15:01:38","09-04","15",0,"Sep",9,"1",8.80154995310848
2021-09-11 17:37:04,1637,"Member",18.4,0,"NonPeak","Rush Hour","17:37:04","09-11","17",0,"Sep",27,"1",11.0067524223137
2021-09-11 17:28:40,1209,"Member",18.4,0,"NonPeak","Rush Hour","17:28:40","09-11","17",0,"Sep",20,"1",10.3764250473065
2021-10-23 07:35:10,671,"Member",4.9,0,"NonPeak","Rush Hour","07:35:10","10-23","07",0,"Oct",11,"1",9.20568978354869
2021-10-16 09:52:21,1200,"Member",15.8,1,"NonPeak","Rush Hour","09:52:21","10-16","09",0,"Oct",20,"1",10.3611272100533
2021-10-23 08:31:15,1634,"Member",4.9,0,"NonPeak","Rush Hour","08:31:15","10-23","08",0,"Oct",27,"1",11.0028791148143
2021-10-16 09:58:06,960,"Member",15.8,1,"NonPeak","Rush Hour","09:58:06","10-16","09",0,"Oct",16,"1",9.90955469845564
2021-10-09 09:51:18,161,"Member",16,0,"NonPeak","Rush Hour","09:51:18","10-09","09",0,"Oct",2,"1",6.640433944588
2021-10-23 19:51:32,1410,"Member",4.9,0,"NonPeak","Non-Rush Hour","19:51:32","10-23","19",0,"Oct",23,"1",10.693877983702
2021-10-09 13:04:17,1234,"Member",16,0,"NonPeak","Non-Rush Hour","13:04:17","10-09","13",0,"Oct",20,"1",10.4183880831093
2021-10-02 23:43:53,287,"Member",11.9,1,"NonPeak","Non-Rush Hour","23:43:53","10-03","23",0,"Oct",4,"1",7.63501304301397
2021-10-09 19:14:26,794,"Member",16,0,"NonPeak","Non-Rush Hour","19:14:26","10-09","19",0,"Oct",13,"1",9.53329111107444
2021-10-23 10:06:15,856,"Member",4.9,0,"NonPeak","Non-Rush Hour","10:06:15","10-23","10",0,"Oct",14,"1",9.6814417829085
2021-10-09 17:57:48,1149,"Member",16,0,"NonPeak","Rush Hour","17:57:48","10-09","17",0,"Oct",19,"1",10.2724398803525
2021-10-30 16:36:06,246,"Member",8.2,1,"NonPeak","Rush Hour","16:36:06","10-30","16",0,"Oct",4,"1",7.36409397102848
2021-10-09 18:16:55,302,"Member",16,0,"NonPeak","Rush Hour","18:16:55","10-09","18",0,"Oct",5,"1",7.72547972867943
2021-10-09 16:27:01,1104,"Member",16,0,"NonPeak","Rush Hour","16:27:01","10-09","16",0,"Oct",18,"1",10.1911968155005
2021-10-30 17:51:31,590,"Member",8.2,1,"NonPeak","Rush Hour","17:51:31","10-30","17",0,"Oct",9,"1",8.95902499798662
2021-05-23 09:18:55,339,"Member",15.8,1,"NonPeak","Rush Hour","09:18:55","05-23","09",0,"May",5,"1",7.93244616914644
2021-05-02 09:55:19,1506,"Member",10,0,"NonPeak","Rush Hour","09:55:19","05-02","09",0,"May",25,"1",10.8313515400062
2021-05-23 06:08:05,645,"Member",15.8,1,"NonPeak","Rush Hour","06:08:05","05-23","06",0,"May",10,"1",9.12957570788527
2021-05-30 09:00:40,97,"Member",13.6,1,"NonPeak","Rush Hour","09:00:40","05-30","09",0,"May",1,"1",5.81517451481284
2021-05-30 07:27:05,153,"Member",13.6,1,"NonPeak","Rush Hour","07:27:05","05-30","07",0,"May",2,"1",6.55550052445051
2021-05-02 12:51:06,775,"Member",10,0,"NonPeak","Non-Rush Hour","12:51:06","05-02","12",0,"May",12,"1",9.48580551425482
2021-05-30 11:05:58,650,"Member",13.6,1,"NonPeak","Non-Rush Hour","11:05:58","05-30","11",0,"May",10,"1",9.14442465590963
2021-05-23 21:29:17,250,"Member",15.8,1,"NonPeak","Non-Rush Hour","21:29:17","05-24","21",0,"May",4,"1",7.39224408473097
2021-05-30 13:20:52,382,"Member",13.6,1,"NonPeak","Non-Rush Hour","13:20:52","05-30","13",0,"May",6,"1",8.14885582121691
2021-05-30 21:57:15,464,"Member",13.6,1,"NonPeak","Non-Rush Hour","21:57:15","05-31","21",0,"May",7,"1",8.50689119471662
2021-05-09 17:06:38,1652,"Member",11.4,0,"NonPeak","Rush Hour","17:06:38","05-09","17",0,"May",27,"1",11.0260237598582
2021-05-09 18:32:14,2143,"Member",11.4,0,"NonPeak","Rush Hour","18:32:14","05-09","18",0,"May",35,"1",11.5833537925633
2021-05-02 17:19:33,936,"Member",10,0,"NonPeak","Rush Hour","17:19:33","05-02","17",0,"May",15,"1",9.85895937040312
2021-05-23 15:41:24,2269,"Member",15.8,1,"NonPeak","Rush Hour","15:41:24","05-23","15",0,"May",37,"1",11.7076917656437
2021-05-02 18:25:10,1770,"Member",10,0,"NonPeak","Rush Hour","18:25:10","05-02","18",0,"May",29,"1",11.172366072243
2021-06-20 07:14:39,232,"Member",21.8,0,"NonPeak","Rush Hour","07:14:39","06-20","07",0,"Jun",3,"1",7.26221644581654
2021-06-27 08:33:15,725,"Member",26.9,0,"NonPeak","Rush Hour","08:33:15","06-27","08",0,"Jun",12,"1",9.35565186981198
2021-06-20 08:41:27,495,"Member",21.8,0,"NonPeak","Rush Hour","08:41:27","06-20","08",0,"Jun",8,"1",8.62753054478104
2021-06-27 09:52:35,446,"Member",26.9,0,"NonPeak","Rush Hour","09:52:35","06-27","09",0,"Jun",7,"1",8.43347439262466
2021-06-27 09:52:23,1215,"Member",26.9,0,"NonPeak","Rush Hour","09:52:23","06-27","09",0,"Jun",20,"1",10.3865668299531
2021-06-27 19:22:27,478,"Member",26.9,0,"NonPeak","Non-Rush Hour","19:22:27","06-27","19",0,"Jun",7,"1",8.56224360501187
2021-06-06 23:52:16,247,"Member",24.5,0,"NonPeak","Non-Rush Hour","23:52:16","06-07","23",0,"Jun",4,"1",7.3711698639774
2021-06-27 01:27:58,865,"Member",26.9,0,"NonPeak","Non-Rush Hour","01:27:58","06-27","01",0,"Jun",14,"1",9.70214007428989
2021-06-06 19:00:31,1142,"Member",24.5,0,"NonPeak","Non-Rush Hour","19:00:31","06-06","19",0,"Jun",19,"1",10.2599920545098
2021-06-20 23:46:27,1609,"Member",21.8,0,"NonPeak","Non-Rush Hour","23:46:27","06-21","23",0,"Jun",26,"1",10.9703505850079
2021-06-13 17:34:33,829,"Member",21.6,1,"NonPeak","Rush Hour","17:34:33","06-13","17",0,"Jun",13,"1",9.61815140369641
2021-06-06 17:28:10,1000,"Member",24.5,0,"NonPeak","Rush Hour","17:28:10","06-06","17",0,"Jun",16,"1",9.99140672539397
2021-06-06 18:19:07,755,"Member",24.5,0,"NonPeak","Rush Hour","18:19:07","06-06","18",0,"Jun",12,"1",9.43467635991241
2021-06-27 16:33:28,1415,"Member",26.9,0,"NonPeak","Rush Hour","16:33:28","06-27","16",0,"Jun",23,"1",10.7012428113362
2021-06-20 18:58:03,1053,"Member",21.8,0,"NonPeak","Rush Hour","18:58:03","06-20","18",0,"Jun",17,"1",10.0954411249976
2021-07-25 09:26:12,989,"Member",22.8,1,"NonPeak","Rush Hour","09:26:12","07-25","09",0,"Jul",16,"1",9.96919511538431
2021-07-04 09:03:20,449,"Member",18.4,0,"NonPeak","Rush Hour","09:03:20","07-04","09",0,"Jul",7,"1",8.44589338830838
2021-07-11 09:44:16,713,"Member",21,0,"NonPeak","Rush Hour","09:44:16","07-11","09",0,"Jul",11,"1",9.3232164566171
2021-07-04 08:45:39,1275,"Member",18.4,0,"NonPeak","Rush Hour","08:45:39","07-04","08",0,"Jul",21,"1",10.4855809276506
2021-07-25 09:22:40,1485,"Member",22.8,1,"NonPeak","Rush Hour","09:22:40","07-25","09",0,"Jul",24,"1",10.8019666231935
2021-07-11 19:31:39,430,"Member",21,0,"NonPeak","Non-Rush Hour","19:31:39","07-11","19",0,"Jul",7,"1",8.36594347237306
2021-07-11 13:46:40,925,"Member",21,0,"NonPeak","Non-Rush Hour","13:46:40","07-11","13",0,"Jul",15,"1",9.83537898135678
2021-07-18 23:33:51,353,"Member",21.8,0,"NonPeak","Non-Rush Hour","23:33:51","07-19","23",0,"Jul",5,"1",8.00548853910212
2021-07-18 00:24:16,392,"Member",21.8,0,"NonPeak","Non-Rush Hour","00:24:16","07-18","00",0,"Jul",6,"1",8.19602894207384
2021-07-25 13:44:20,530,"Member",22.8,1,"NonPeak","Non-Rush Hour","13:44:20","07-25","13",0,"Jul",8,"1",8.75582998916214
2021-07-04 15:20:37,498,"Member",18.4,0,"NonPeak","Rush Hour","15:20:37","07-04","15",0,"Jul",8,"1",8.63884199284477
2021-07-11 17:34:49,1430,"Member",21,0,"NonPeak","Rush Hour","17:34:49","07-11","17",0,"Jul",23,"1",10.7231977661617
2021-07-04 15:42:52,2471,"Member",18.4,0,"NonPeak","Rush Hour","15:42:52","07-04","15",0,"Jul",41,"1",11.8946356596529
2021-07-25 18:28:15,464,"Member",22.8,1,"NonPeak","Rush Hour","18:28:15","07-25","18",0,"Jul",7,"1",8.50689119471662
2021-07-11 16:59:11,549,"Member",21,0,"NonPeak","Rush Hour","16:59:11","07-11","16",0,"Jul",9,"1",8.82232042882716
2021-08-22 09:14:13,271,"Member",28.2,0,"NonPeak","Rush Hour","09:14:13","08-22","09",0,"Aug",4,"1",7.53370401710541
2021-08-01 09:44:35,769,"Member",16.9,0,"NonPeak","Rush Hour","09:44:35","08-01","09",0,"Aug",12,"1",9.47059253296017
2021-08-15 07:42:01,1581,"Member",18.2,0,"NonPeak","Rush Hour","07:42:01","08-15","07",0,"Aug",26,"1",10.9333747453396
2021-08-15 09:23:13,292,"Member",18.2,0,"NonPeak","Rush Hour","09:23:13","08-15","09",0,"Aug",4,"1",7.66563140985294
2021-08-15 06:19:10,965,"Member",18.2,0,"NonPeak","Rush Hour","06:19:10","08-15","06",0,"Aug",16,"1",9.91995207350042
2021-08-15 11:40:32,764,"Member",18.2,0,"NonPeak","Non-Rush Hour","11:40:32","08-15","11",0,"Aug",12,"1",9.45783331594388
2021-08-01 01:47:08,1666,"Member",16.9,0,"NonPeak","Non-Rush Hour","01:47:08","08-01","01",0,"Aug",27,"1",11.0438689367919
2021-08-15 15:00:27,396,"Member",18.2,0,"NonPeak","Non-Rush Hour","15:00:27","08-15","15",0,"Aug",6,"1",8.21459579465234
2021-08-15 19:48:09,2255,"Member",18.2,0,"NonPeak","Non-Rush Hour","19:48:09","08-15","19",0,"Aug",37,"1",11.6941873979319
2021-08-15 13:49:49,815,"Member",18.2,0,"NonPeak","Non-Rush Hour","13:49:49","08-15","13",0,"Aug",13,"1",9.58460108296399
2021-08-22 15:02:04,1066,"Member",28.2,0,"NonPeak","Rush Hour","15:02:04","08-22","15",0,"Aug",17,"1",10.1202389046054
2021-08-22 15:50:22,519,"Member",28.2,0,"NonPeak","Rush Hour","15:50:22","08-22","15",0,"Aug",8,"1",8.71634949791611
2021-08-08 18:31:16,736,"Member",24,0,"NonPeak","Rush Hour","18:31:16","08-08","18",0,"Aug",12,"1",9.38496309942355
2021-08-15 16:34:21,821,"Member",18.2,0,"NonPeak","Rush Hour","16:34:21","08-15","16",0,"Aug",13,"1",9.59904274289808
2021-08-15 18:41:07,803,"Member",18.2,0,"NonPeak","Rush Hour","18:41:07","08-15","18",0,"Aug",13,"1",9.55542871415366
